Order Number,Order Date,Order Time,RestID,CustLocationEasting,CustLocationNorthing,,
913615,25/02/2022,18:11,3,544675,264378,,
913607,25/02/2022,17:07,1,522245,184161,,
913606,25/02/2022,16:55,1,525933,184947,,
913613,25/02/2022,18:07,1,523364,185271,,
913609,25/02/2022,17:16,1,521338,187247,,
913636,25/02/2022,21:32,1,523132,183593,,
913633,25/02/2022,20:50,1,525076,182895,,
913637,25/02/2022,21:39,1,521747,185805,,
913635,25/02/2022,21:10,3,546991,265533,,
913628,25/02/2022,20:22,1,519118,182634,,
913623,25/02/2022,19:09,1,522667,184754,,
913622,25/02/2022,19:06,1,523754,186516,,
913618,25/02/2022,18:37,1,522890,183013,,
913612,25/02/2022,18:07,1,519929,182427,,
913608,25/02/2022,17:11,1,523411,187893,,
913634,25/02/2022,20:53,1,523824,183386,,
913632,25/02/2022,20:29,1,518490,186421,,
913631,25/02/2022,20:28,1,518962,183393,,
913630,25/02/2022,20:25,3,541793,258518,,
913627,25/02/2022,20:02,1,522259,187550,,
913616,25/02/2022,18:11,1,525560,185454,,
913611,25/02/2022,17:52,1,518789,185432,,
913610,25/02/2022,17:41,3,547578,257837,,
913621,25/02/2022,18:45,1,520257,185983,,
913619,25/02/2022,18:37,1,518345,186113,,
913617,25/02/2022,18:31,1,523877,188027,,
913614,25/02/2022,18:10,1,521275,187405,,
22322,25/02/2022,20:50,2,409780,276491,,
22318,25/02/2022,20:26,2,398549,273962,,
22308,25/02/2022,18:40,3,539963,264202,,
22302,25/02/2022,17:49,2,409127,279102,,
22300,25/02/2022,17:30,3,545483,266798,,
22294,25/02/2022,13:19,2,402281,274875,,
22290,25/02/2022,02:23,2,411313,274654,,
22289,25/02/2022,02:08,2,401468,282549,,
22287,25/02/2022,01:58,2,407726,290856,,
22286,25/02/2022,01:51,2,412795,291186,,
22285,25/02/2022,01:48,2,399671,289570,,
22283,25/02/2022,01:12,2,395029,284126,,
22282,25/02/2022,01:05,2,404818,277441,,
22310,25/02/2022,19:03,2,403803,290665,,
22309,25/02/2022,18:42,2,402397,287115,,
22307,25/02/2022,18:40,2,402689,285901,,
22299,25/02/2022,17:24,2,413111,275097,,
22298,25/02/2022,17:19,2,412644,280423,,
22292,25/02/2022,02:33,3,543587,264771,,
22317,25/02/2022,20:26,2,408735,285828,,
22315,25/02/2022,19:54,2,412848,277481,,
22314,25/02/2022,19:39,2,396677,285192,,
22306,25/02/2022,18:38,2,394833,283386,,
22305,25/02/2022,18:38,2,405589,288427,,
22303,25/02/2022,18:19,2,404149,284129,,
22293,25/02/2022,12:34,2,400645,277576,,
22324,25/02/2022,22:41,3,543992,267870,,
22323,25/02/2022,20:51,2,407620,286349,,
22319,25/02/2022,20:27,2,397163,274063,,
22313,25/02/2022,19:23,2,408855,276059,,
22304,25/02/2022,18:27,3,539618,255756,,
22295,25/02/2022,15:13,2,406044,284690,,
22320,25/02/2022,20:39,3,546006,267866,,
22316,25/02/2022,19:56,3,540234,265464,,
22312,25/02/2022,19:14,3,547848,266198,,
22301,25/02/2022,17:41,2,401446,275910,,
22296,25/02/2022,15:30,3,546966,259127,,
22321,25/02/2022,20:50,2,398796,274671,,
913667,26/02/2022,20:38,1,525948,187948,,
913664,26/02/2022,20:02,1,522612,185537,,
913661,26/02/2022,19:47,1,521798,184993,,
913657,26/02/2022,19:26,1,525517,184724,,
913654,26/02/2022,18:53,1,518541,182650,,
913650,26/02/2022,18:35,3,546338,260111,,
913662,26/02/2022,19:55,1,525816,184085,,
913660,26/02/2022,19:42,3,544441,258398,,
913658,26/02/2022,19:27,1,521694,186141,,
913656,26/02/2022,19:20,1,521674,187434,,
913655,26/02/2022,19:11,3,540371,256823,,
913652,26/02/2022,18:46,1,521637,182726,,
913651,26/02/2022,18:40,1,519832,185128,,
913643,26/02/2022,17:31,1,518751,184999,,
913653,26/02/2022,18:48,1,524564,184963,,
913668,26/02/2022,22:46,1,519187,185958,,
913666,26/02/2022,20:25,1,522479,185025,,
913659,26/02/2022,19:37,1,520899,187222,,
913648,26/02/2022,18:19,1,520085,183846,,
913647,26/02/2022,18:16,1,520861,185988,,
913640,26/02/2022,17:06,3,542662,256437,,
913665,26/02/2022,20:02,3,543490,258764,,
913646,26/02/2022,18:04,1,520012,182726,,
913644,26/02/2022,17:33,1,519847,187311,,
913642,26/02/2022,17:26,1,525507,183984,,
913641,26/02/2022,17:20,1,519494,185872,,
913638,26/02/2022,13:01,1,521341,182362,,
913649,26/02/2022,18:31,1,525137,184194,,
913663,26/02/2022,19:58,1,525727,187677,,
913645,26/02/2022,17:46,3,544649,268011,,
913639,26/02/2022,13:02,1,524707,186342,,
22386,26/02/2022,20:51,2,412331,280799,,
22385,26/02/2022,20:36,2,399183,283462,,
22382,26/02/2022,20:30,2,412200,280986,,
22381,26/02/2022,20:20,2,411208,276609,,
22380,26/02/2022,20:05,3,541083,267625,,
22375,26/02/2022,19:36,2,401663,291958,,
22370,26/02/2022,19:23,2,402421,290074,,
22361,26/02/2022,18:51,2,412024,274298,,
22358,26/02/2022,18:42,2,398246,288268,,
22356,26/02/2022,18:40,3,545622,266611,,
22354,26/02/2022,18:38,2,405322,280188,,
22352,26/02/2022,18:33,3,543872,259312,,
22351,26/02/2022,18:32,2,410546,280940,,
22349,26/02/2022,18:30,2,397185,273247,,
22345,26/02/2022,18:22,2,413223,285189,,
22339,26/02/2022,17:53,2,398579,277627,,
22336,26/02/2022,17:40,3,542534,256744,,
22332,26/02/2022,17:25,3,545490,268385,,
22364,26/02/2022,19:01,3,547057,258482,,
22360,26/02/2022,18:43,3,544148,264301,,
22331,26/02/2022,17:24,2,397571,273278,,
22330,26/02/2022,17:10,2,411162,279763,,
22325,26/02/2022,11:55,2,403228,275106,,
22367,26/02/2022,19:06,2,403491,274669,,
22363,26/02/2022,18:57,2,410779,285309,,
22347,26/02/2022,18:27,2,408750,284926,,
22346,26/02/2022,18:26,2,413679,282148,,
22335,26/02/2022,17:30,2,406210,291521,,
22328,26/02/2022,16:41,3,540368,266878,,
22379,26/02/2022,20:04,2,395131,277159,,
22373,26/02/2022,19:29,2,404656,290264,,
22369,26/02/2022,19:09,2,397616,274224,,
22359,26/02/2022,18:42,2,399055,289084,,
22353,26/02/2022,18:34,2,402143,277844,,
22343,26/02/2022,18:20,2,409680,277663,,
22342,26/02/2022,18:03,2,409487,278832,,
22337,26/02/2022,17:48,2,397241,283114,,
22333,26/02/2022,17:25,2,412991,274413,,
22388,26/02/2022,22:18,3,544535,265648,,
22387,26/02/2022,21:29,2,398197,273347,,
22378,26/02/2022,20:00,2,394673,275109,,
22377,26/02/2022,19:55,2,405041,283649,,
22376,26/02/2022,19:38,3,539625,265939,,
22374,26/02/2022,19:30,2,402624,275351,,
22372,26/02/2022,19:29,3,544319,265292,,
22371,26/02/2022,19:27,2,409690,285792,,
22368,26/02/2022,19:07,3,548239,266979,,
22366,26/02/2022,19:04,2,406696,288228,,
22365,26/02/2022,19:04,2,405470,285780,,
22362,26/02/2022,18:52,2,411939,280911,,
22357,26/02/2022,18:40,2,410197,280183,,
22355,26/02/2022,18:38,2,405158,274720,,
22350,26/02/2022,18:30,2,401350,282346,,
22348,26/02/2022,18:28,3,543699,260813,,
22344,26/02/2022,18:21,3,543891,265817,,
22341,26/02/2022,18:03,2,399143,289878,,
22340,26/02/2022,17:59,3,543652,260626,,
22338,26/02/2022,17:49,2,405404,282206,,
22334,26/02/2022,17:28,2,412635,278851,,
22329,26/02/2022,17:09,2,394425,281773,,
22327,26/02/2022,16:24,2,412670,289204,,
22384,26/02/2022,20:35,3,545568,259380,,
22326,26/02/2022,12:40,2,404476,275298,,
913681,27/02/2022,20:19,1,525168,185668,,
913679,27/02/2022,18:46,1,523116,187259,,
913674,27/02/2022,18:16,1,518278,187079,,
913676,27/02/2022,18:19,1,524596,183268,,
913672,27/02/2022,17:57,1,521726,183899,,
913671,27/02/2022,17:35,1,518543,182435,,
913677,27/02/2022,18:22,1,524074,183890,,
913670,27/02/2022,13:47,3,547407,260444,,
913669,27/02/2022,13:17,1,525979,184760,,
913680,27/02/2022,18:54,3,545392,263012,,
913678,27/02/2022,18:25,1,521169,184473,,
913675,27/02/2022,18:17,3,543564,256759,,
913673,27/02/2022,18:03,1,524540,183197,,
913682,27/02/2022,20:57,1,525050,186151,,
22408,27/02/2022,19:29,3,542218,258487,,
22406,27/02/2022,19:20,2,406191,285487,,
22405,27/02/2022,19:15,2,404211,276473,,
22404,27/02/2022,19:13,3,547757,266259,,
22390,27/02/2022,13:24,2,403587,289568,,
22410,27/02/2022,20:15,2,401246,274190,,
22409,27/02/2022,20:01,2,409265,289116,,
22401,27/02/2022,18:50,2,407932,291307,,
22398,27/02/2022,18:24,2,410152,277515,,
22397,27/02/2022,17:53,2,397347,291313,,
22395,27/02/2022,17:32,2,401475,286651,,
22393,27/02/2022,17:24,2,408009,283750,,
22396,27/02/2022,17:41,3,542684,264726,,
22391,27/02/2022,13:39,2,405284,280535,,
22399,27/02/2022,18:31,2,408689,289715,,
22411,27/02/2022,21:22,2,411898,281553,,
22407,27/02/2022,19:21,2,403404,276377,,
22402,27/02/2022,18:53,2,412858,280225,,
22394,27/02/2022,17:27,2,410447,274948,,
22392,27/02/2022,17:02,3,540415,258274,,
22389,27/02/2022,12:52,2,397804,277502,,
22403,27/02/2022,19:05,2,402918,280960,,
22400,27/02/2022,18:33,3,545619,259369,,
913687,28/02/2022,19:53,1,525853,183973,,
913686,28/02/2022,19:48,1,525045,184795,,
913684,28/02/2022,17:41,1,524045,184172,,
913685,28/02/2022,19:41,3,545954,260326,,
913683,28/02/2022,12:13,1,518214,186362,,
22421,28/02/2022,20:32,2,404520,287660,,
22416,28/02/2022,18:44,3,545920,267040,,
22415,28/02/2022,18:08,2,402180,276389,,
22414,28/02/2022,17:38,2,403396,292072,,
22413,28/02/2022,17:16,2,401697,288349,,
22418,28/02/2022,20:09,2,406846,280298,,
22420,28/02/2022,20:28,3,542466,261690,,
22419,28/02/2022,20:21,2,396283,280197,,
22417,28/02/2022,19:51,2,400270,279417,,
22412,28/02/2022,17:02,3,542958,265415,,
913698,01/03/2022,22:50,1,520414,187524,,
913696,01/03/2022,20:22,1,525148,184992,,
913694,01/03/2022,19:58,1,522620,187461,,
913692,01/03/2022,19:16,1,522319,185334,,
913691,01/03/2022,18:57,1,525715,184919,,
913688,01/03/2022,15:52,1,523041,183476,,
913697,01/03/2022,20:51,1,522024,183235,,
913690,01/03/2022,18:48,3,547458,255803,,
913689,01/03/2022,17:51,1,521753,187581,,
913695,01/03/2022,20:17,3,541925,263498,,
913693,01/03/2022,19:36,1,520157,187819,,
22424,01/03/2022,18:17,3,546986,257195,,
22423,01/03/2022,17:51,2,402108,283678,,
22428,01/03/2022,20:16,3,542813,256173,,
22426,01/03/2022,19:07,2,404187,276922,,
22425,01/03/2022,19:02,2,407601,286926,,
22422,01/03/2022,17:46,2,412680,287602,,
22427,01/03/2022,19:53,2,399107,287102,,
913702,02/03/2022,20:20,1,524459,184446,,
913704,02/03/2022,20:35,1,522902,185354,,
913701,02/03/2022,18:30,1,519021,186413,,
913703,02/03/2022,20:29,1,523282,186191,,
913706,02/03/2022,21:46,1,521063,184361,,
913705,02/03/2022,21:00,3,546594,257471,,
913700,02/03/2022,17:53,3,548237,265917,,
913699,02/03/2022,17:42,1,524794,182612,,
22434,02/03/2022,20:30,2,399221,286459,,
22431,02/03/2022,18:59,2,404852,282488,,
22432,02/03/2022,19:17,3,539745,263227,,
22429,02/03/2022,18:41,2,412933,282074,,
22433,02/03/2022,20:01,2,410977,273958,,
22435,02/03/2022,20:40,2,413669,275731,,
22436,02/03/2022,21:23,3,541245,260319,,
22430,02/03/2022,18:51,2,408439,276137,,
913714,03/03/2022,19:41,1,520248,184848,,
913713,03/03/2022,19:34,1,520069,182894,,
913707,03/03/2022,17:54,1,520910,184877,,
913715,03/03/2022,20:15,3,539607,262796,,
913712,03/03/2022,19:15,1,521066,183937,,
913711,03/03/2022,18:48,1,521475,187989,,
913710,03/03/2022,18:40,3,548387,260581,,
913716,03/03/2022,20:30,1,524995,182368,,
913709,03/03/2022,18:01,1,520176,187591,,
913708,03/03/2022,17:59,1,519657,184177,,
22446,03/03/2022,20:49,2,394952,276795,,
22444,03/03/2022,20:14,3,541753,258439,,
22441,03/03/2022,19:46,2,412564,273779,,
22437,03/03/2022,17:29,2,410857,277835,,
22447,03/03/2022,21:11,2,406366,289011,,
22440,03/03/2022,18:47,3,542046,259676,,
22438,03/03/2022,18:24,2,409750,279045,,
22443,03/03/2022,19:56,2,405127,292039,,
22442,03/03/2022,19:48,2,411881,276083,,
22445,03/03/2022,20:42,2,409166,284899,,
22439,03/03/2022,18:41,2,396225,273372,,
913733,04/03/2022,19:07,1,523661,186067,,
913732,04/03/2022,19:01,1,521879,186484,,
913727,04/03/2022,18:29,1,523229,184138,,
913725,04/03/2022,17:59,3,540054,259138,,
913723,04/03/2022,17:52,1,524636,183549,,
913721,04/03/2022,17:23,1,521061,184243,,
913718,04/03/2022,16:56,1,523687,182382,,
913735,04/03/2022,19:18,3,546943,259984,,
913731,04/03/2022,18:59,1,521522,187877,,
913724,04/03/2022,17:59,1,525723,186006,,
913720,04/03/2022,17:16,3,547477,259678,,
913722,04/03/2022,17:34,1,518771,186778,,
913736,04/03/2022,19:23,1,525150,186501,,
913730,04/03/2022,18:55,3,543751,260957,,
913729,04/03/2022,18:41,1,520544,183952,,
913719,04/03/2022,17:04,1,523716,186512,,
913738,04/03/2022,21:22,1,524162,182398,,
913734,04/03/2022,19:08,1,523576,183493,,
913728,04/03/2022,18:41,1,518205,187711,,
913726,04/03/2022,18:23,1,525372,186259,,
913717,04/03/2022,16:47,1,523523,187534,,
913737,04/03/2022,19:56,1,518742,184354,,
913739,04/03/2022,21:23,1,519746,184065,,
22478,04/03/2022,21:14,2,395644,286484,,
22476,04/03/2022,20:33,3,547336,255962,,
22470,04/03/2022,19:18,2,410818,287666,,
22467,04/03/2022,18:48,2,408821,282668,,
22465,04/03/2022,18:22,2,398104,279209,,
22463,04/03/2022,18:19,2,400779,282914,,
22457,04/03/2022,17:45,2,410516,276346,,
22455,04/03/2022,17:39,2,409507,276669,,
22452,04/03/2022,17:24,3,544604,257605,,
22451,04/03/2022,17:22,2,401588,283875,,
22477,04/03/2022,20:33,2,394797,278440,,
22472,04/03/2022,19:51,3,545988,255758,,
22466,04/03/2022,18:23,2,401129,278353,,
22449,04/03/2022,16:03,2,395863,290694,,
22448,04/03/2022,15:58,3,548400,256090,,
22471,04/03/2022,19:37,2,397738,278436,,
22479,04/03/2022,21:23,2,412403,287680,,
22468,04/03/2022,18:55,3,542933,255980,,
22464,04/03/2022,18:21,3,546831,262260,,
22460,04/03/2022,18:01,3,546690,266104,,
22459,04/03/2022,18:00,2,399166,279010,,
22454,04/03/2022,17:33,2,413928,281546,,
22475,04/03/2022,20:24,2,404896,276255,,
22474,04/03/2022,20:18,2,412313,285477,,
22469,04/03/2022,19:16,2,398135,291024,,
22461,04/03/2022,18:14,2,403528,289303,,
22456,04/03/2022,17:41,3,540874,262736,,
22453,04/03/2022,17:28,2,408143,280258,,
22450,04/03/2022,16:25,2,404103,275897,,
22462,04/03/2022,18:19,2,402599,279424,,
22458,04/03/2022,17:58,2,413951,273906,,
22473,04/03/2022,20:04,2,401108,283613,,
913758,05/03/2022,19:37,1,524413,187440,,
913755,05/03/2022,19:03,3,547486,255547,,
913754,05/03/2022,18:47,1,525012,182495,,
913752,05/03/2022,18:40,1,524905,185834,,
913750,05/03/2022,18:37,3,542233,261696,,
913744,05/03/2022,18:00,1,520454,186638,,
913740,05/03/2022,16:19,3,540160,262248,,
913745,05/03/2022,18:14,3,546903,256450,,
913741,05/03/2022,17:35,1,525798,182651,,
913743,05/03/2022,17:58,1,523775,187782,,
913747,05/03/2022,18:17,1,522048,182476,,
913746,05/03/2022,18:17,1,522030,184292,,
913759,05/03/2022,20:14,1,522227,188070,,
913757,05/03/2022,19:24,1,525859,183065,,
913756,05/03/2022,19:12,1,524263,187107,,
913753,05/03/2022,18:40,1,525750,185361,,
913749,05/03/2022,18:24,1,523813,184933,,
913742,05/03/2022,17:46,1,525947,186008,,
913751,05/03/2022,18:37,1,523022,185916,,
913748,05/03/2022,18:21,1,521042,183541,,
22524,05/03/2022,19:27,3,546162,266896,,
22522,05/03/2022,19:24,2,395551,280379,,
22519,05/03/2022,19:17,2,406249,274522,,
22518,05/03/2022,19:17,2,400355,285484,,
22517,05/03/2022,19:16,2,403490,289169,,
22516,05/03/2022,19:15,3,545570,261351,,
22514,05/03/2022,19:12,2,406053,289801,,
22513,05/03/2022,19:08,2,404413,288457,,
22511,05/03/2022,18:49,2,409632,276989,,
22507,05/03/2022,18:33,2,396624,281012,,
22504,05/03/2022,18:30,3,542370,260630,,
22503,05/03/2022,18:26,2,400686,277413,,
22500,05/03/2022,18:15,3,546492,265016,,
22499,05/03/2022,18:08,2,405689,287397,,
22498,05/03/2022,18:07,2,400583,283726,,
22495,05/03/2022,17:53,2,408156,287576,,
22493,05/03/2022,17:52,2,407455,287633,,
22489,05/03/2022,17:45,2,413461,273596,,
22488,05/03/2022,17:42,3,541300,255360,,
22487,05/03/2022,17:32,2,405856,287640,,
22485,05/03/2022,16:30,2,400512,291258,,
22483,05/03/2022,16:15,2,401811,283236,,
22482,05/03/2022,15:58,2,408440,277203,,
22525,05/03/2022,19:37,2,396967,275995,,
22521,05/03/2022,19:19,2,411849,278617,,
22515,05/03/2022,19:12,2,402234,283910,,
22506,05/03/2022,18:32,2,411723,273546,,
22502,05/03/2022,18:26,2,394915,291056,,
22481,05/03/2022,12:35,2,412306,278858,,
22480,05/03/2022,12:32,3,539459,259499,,
22527,05/03/2022,19:44,2,403690,279494,,
22510,05/03/2022,18:47,2,394311,277821,,
22531,05/03/2022,20:33,2,394398,280117,,
22530,05/03/2022,20:31,2,398292,276781,,
22523,05/03/2022,19:26,2,412330,285082,,
22512,05/03/2022,18:54,3,540190,260390,,
22505,05/03/2022,18:31,2,403313,282734,,
22492,05/03/2022,17:52,3,541039,257939,,
22490,05/03/2022,17:50,2,400142,273994,,
22533,05/03/2022,21:26,2,403127,285213,,
22529,05/03/2022,20:16,2,407170,286994,,
22528,05/03/2022,19:49,3,544688,265074,,
22520,05/03/2022,19:18,3,541401,262624,,
22509,05/03/2022,18:45,2,413315,274703,,
22501,05/03/2022,18:22,2,412678,279859,,
22497,05/03/2022,18:01,2,404702,284386,,
22496,05/03/2022,17:53,3,545982,264901,,
22494,05/03/2022,17:52,2,400086,280055,,
22486,05/03/2022,16:44,2,400973,286924,,
22484,05/03/2022,16:26,3,548184,255579,,
22534,05/03/2022,21:26,2,412488,287388,,
22526,05/03/2022,19:41,2,405582,288449,,
22491,05/03/2022,17:52,2,406015,286681,,
22532,05/03/2022,21:03,3,542201,255356,,
22508,05/03/2022,18:38,3,547072,260416,,
913777,06/03/2022,20:02,1,521428,186675,,
913772,06/03/2022,18:44,1,525184,182537,,
913769,06/03/2022,18:12,1,521086,183554,,
913763,06/03/2022,13:42,1,523586,184867,,
913781,06/03/2022,22:36,1,518672,183063,,
913778,06/03/2022,20:58,1,525435,185147,,
913774,06/03/2022,18:59,1,520638,187037,,
913771,06/03/2022,18:15,1,523115,183599,,
913767,06/03/2022,18:08,1,518736,186399,,
913764,06/03/2022,17:18,1,521604,184894,,
913780,06/03/2022,22:00,3,543800,261199,,
913776,06/03/2022,19:52,1,523536,183843,,
913775,06/03/2022,19:13,3,541143,259403,,
913773,06/03/2022,18:46,1,519217,184048,,
913766,06/03/2022,18:04,1,520316,186753,,
913765,06/03/2022,17:40,3,539918,262166,,
913762,06/03/2022,13:14,1,524368,183924,,
913761,06/03/2022,11:59,1,519968,183051,,
913760,06/03/2022,09:07,3,547321,264300,,
913779,06/03/2022,21:26,1,523441,187997,,
913770,06/03/2022,18:14,3,543294,264899,,
913768,06/03/2022,18:08,1,519302,184322,,
22549,06/03/2022,20:25,2,401402,281615,,
22547,06/03/2022,20:17,2,411265,280769,,
22546,06/03/2022,20:03,2,397227,289168,,
22545,06/03/2022,19:18,2,400508,278165,,
22543,06/03/2022,19:07,2,409922,276745,,
22539,06/03/2022,18:25,2,398774,290329,,
22538,06/03/2022,18:24,2,411660,284537,,
22550,06/03/2022,20:59,2,396861,275756,,
22542,06/03/2022,19:05,2,398342,283554,,
22540,06/03/2022,18:26,3,545249,263456,,
22548,06/03/2022,20:19,3,543121,261454,,
22544,06/03/2022,19:12,3,545491,259862,,
22541,06/03/2022,18:37,2,396074,284649,,
22537,06/03/2022,18:08,2,402557,285368,,
913784,07/03/2022,18:56,1,522276,182452,,
913783,07/03/2022,18:09,1,520848,183588,,
913786,07/03/2022,22:19,1,520556,184792,,
913785,07/03/2022,20:24,3,541492,259645,,
913782,07/03/2022,18:04,1,520582,183986,,
22557,07/03/2022,19:28,2,401567,275614,,
22554,07/03/2022,18:16,2,396329,279336,,
22551,07/03/2022,14:42,2,410473,278451,,
22559,07/03/2022,19:58,2,404635,281554,,
22558,07/03/2022,19:54,2,402783,274450,,
22552,07/03/2022,17:09,3,548142,260829,,
22556,07/03/2022,19:18,3,548289,261110,,
22555,07/03/2022,18:56,2,406521,275083,,
22553,07/03/2022,17:48,2,409160,286908,,
913796,08/03/2022,20:51,1,525680,187513,,
913795,08/03/2022,20:22,3,539704,264571,,
913787,08/03/2022,18:54,1,523808,186720,,
913792,08/03/2022,19:53,1,518921,184448,,
913790,08/03/2022,19:35,3,541114,264262,,
913797,08/03/2022,21:39,1,524806,184294,,
913789,08/03/2022,19:14,1,518540,183840,,
913794,08/03/2022,20:20,1,524713,187255,,
913791,08/03/2022,19:35,1,525593,186538,,
913788,08/03/2022,19:05,1,518453,187426,,
913793,08/03/2022,19:57,1,522000,183716,,
22571,08/03/2022,21:09,2,401306,273222,,
22569,08/03/2022,19:33,2,412301,285995,,
22566,08/03/2022,18:49,2,397812,291085,,
22561,08/03/2022,17:39,2,402942,281205,,
22560,08/03/2022,16:24,3,539757,260283,,
22570,08/03/2022,20:29,2,409109,279624,,
22568,08/03/2022,19:25,3,545771,259107,,
22567,08/03/2022,19:23,2,404407,288176,,
22562,08/03/2022,17:40,2,402699,279693,,
22563,08/03/2022,17:56,2,406683,274334,,
22564,08/03/2022,18:10,3,547398,258845,,
22565,08/03/2022,18:30,2,404240,287421,,
913808,09/03/2022,21:58,1,518969,182542,,
913801,09/03/2022,18:35,1,524442,183161,,
913798,09/03/2022,17:19,1,519230,185301,,
913806,09/03/2022,19:42,1,520407,183953,,
913803,09/03/2022,18:59,1,518434,183655,,
913804,09/03/2022,19:34,1,522971,187279,,
913802,09/03/2022,18:43,1,522754,185089,,
913805,09/03/2022,19:37,3,543232,261764,,
913799,09/03/2022,17:38,1,524565,186836,,
913807,09/03/2022,20:07,1,522556,186816,,
22576,09/03/2022,18:34,3,547612,255392,,
22575,09/03/2022,17:56,2,406325,274691,,
22574,09/03/2022,17:49,2,413163,291928,,
22573,09/03/2022,17:15,2,402877,278749,,
22578,09/03/2022,19:31,2,397395,282760,,
22577,09/03/2022,19:31,2,404391,274759,,
22572,09/03/2022,16:09,3,544671,259411,,
913814,10/03/2022,19:52,1,521057,184337,,
913812,10/03/2022,19:12,1,522867,187543,,
913811,10/03/2022,19:11,1,524999,184346,,
913815,10/03/2022,21:13,3,541653,261758,,
913813,10/03/2022,19:50,1,525277,186007,,
913809,10/03/2022,12:37,1,522493,183633,,
913810,10/03/2022,18:26,3,546622,259695,,
22593,10/03/2022,20:08,2,404930,283073,,
22592,10/03/2022,19:21,3,545687,265247,,
22589,10/03/2022,19:01,2,399887,278468,,
22586,10/03/2022,18:25,2,410727,278488,,
22580,10/03/2022,16:56,3,543243,267042,,
22594,10/03/2022,20:18,2,412303,284777,,
22587,10/03/2022,18:34,2,395079,286061,,
22595,10/03/2022,20:27,2,409822,278612,,
22583,10/03/2022,18:19,2,403685,276005,,
22582,10/03/2022,18:17,2,398176,284321,,
22584,10/03/2022,18:20,3,547851,257345,,
22579,10/03/2022,15:32,2,399244,282394,,
22591,10/03/2022,19:15,2,396934,287162,,
22590,10/03/2022,19:08,2,397518,286232,,
22588,10/03/2022,18:44,3,547971,265765,,
22585,10/03/2022,18:20,2,404251,278063,,
22581,10/03/2022,16:57,2,412266,281291,,
913840,11/03/2022,22:26,3,540990,264491,,
913836,11/03/2022,19:58,1,520657,182444,,
913835,11/03/2022,19:55,3,547364,268392,,
913834,11/03/2022,19:53,1,518547,187072,,
913830,11/03/2022,19:06,3,541805,261306,,
913827,11/03/2022,18:56,1,519164,187756,,
913817,11/03/2022,17:54,1,523748,185463,,
913839,11/03/2022,20:35,1,520130,185841,,
913832,11/03/2022,19:31,1,523755,182466,,
913831,11/03/2022,19:25,1,520692,187934,,
913825,11/03/2022,18:50,3,545442,266850,,
913823,11/03/2022,18:41,1,521836,186852,,
913822,11/03/2022,18:41,1,523176,182664,,
913821,11/03/2022,18:40,1,525886,183615,,
913826,11/03/2022,18:53,1,520445,186536,,
913838,11/03/2022,20:33,1,518178,186777,,
913837,11/03/2022,20:22,1,518801,186176,,
913833,11/03/2022,19:31,1,522126,187313,,
913820,11/03/2022,18:06,3,547719,256471,,
913818,11/03/2022,17:59,1,523200,187044,,
913829,11/03/2022,19:04,1,521425,185684,,
913819,11/03/2022,18:02,1,519537,182967,,
913828,11/03/2022,19:02,1,524210,186140,,
913824,11/03/2022,18:42,1,521337,184586,,
22613,11/03/2022,20:43,2,404129,273076,,
22610,11/03/2022,20:02,2,396642,278743,,
22608,11/03/2022,19:48,3,547669,266602,,
22605,11/03/2022,19:25,2,413858,278379,,
22602,11/03/2022,18:26,2,401245,290020,,
22601,11/03/2022,18:04,2,394734,286930,,
22611,11/03/2022,20:23,2,398797,275518,,
22614,11/03/2022,21:40,2,409501,287684,,
22606,11/03/2022,19:38,2,398503,274420,,
22604,11/03/2022,19:06,3,541138,256962,,
22603,11/03/2022,18:30,2,399815,284475,,
22599,11/03/2022,17:48,2,413451,287036,,
22609,11/03/2022,19:48,2,412648,288541,,
22607,11/03/2022,19:42,2,398493,277258,,
22598,11/03/2022,17:33,2,407278,288514,,
22597,11/03/2022,15:14,2,408408,279537,,
22612,11/03/2022,20:31,3,540197,259862,,
22615,11/03/2022,21:52,2,403270,283305,,
22600,11/03/2022,18:02,3,542676,256594,,
22596,11/03/2022,15:03,3,541375,261293,,
913866,12/03/2022,21:07,1,519624,187281,,
913858,12/03/2022,19:27,1,520465,187278,,
913856,12/03/2022,19:09,1,519581,187468,,
913852,12/03/2022,18:39,1,522228,185917,,
913850,12/03/2022,18:16,3,546192,255365,,
913865,12/03/2022,20:38,3,545478,256050,,
913862,12/03/2022,19:59,1,520102,185765,,
913860,12/03/2022,19:40,3,544143,267070,,
913855,12/03/2022,19:00,3,547185,258805,,
913853,12/03/2022,18:54,1,518875,187285,,
913842,12/03/2022,13:31,1,518318,185961,,
913867,12/03/2022,21:51,1,522072,187252,,
913864,12/03/2022,20:22,1,522807,183767,,
913854,12/03/2022,19:00,1,521295,183273,,
913847,12/03/2022,17:51,1,524660,185876,,
913863,12/03/2022,20:12,1,523424,187262,,
913859,12/03/2022,19:36,1,521022,185775,,
913848,12/03/2022,18:12,1,521779,185837,,
913846,12/03/2022,17:46,1,525964,184559,,
913844,12/03/2022,17:10,1,524074,183896,,
913843,12/03/2022,17:01,1,520027,187957,,
913841,12/03/2022,12:32,1,520578,186085,,
913861,12/03/2022,19:48,1,518451,184313,,
913857,12/03/2022,19:11,1,522886,184451,,
913851,12/03/2022,18:32,1,522908,184412,,
913849,12/03/2022,18:13,1,518600,185039,,
913845,12/03/2022,17:35,3,540493,260622,,
